t,x,v,a
0.5000055556172847,0.9951634283710278,-0.1717968411250297,-208.81965948578278
0.5100056667296303,0.9756150708710278,-3.0224379169832787,-28.001190240969322
0.520005777841976,0.9422596333710278,-3.2189098589375362,1.3471575626720096
0.5300058889543217,0.8932145683710278,-4.985355856541702,174.1152494577476
0.5400060000666673,0.8287284533710277,-5.44399001055011,378.0864916879415
0.5500061111790131,0.7574836558710278,-9.20497247139157,100.41284981612034
0.5600062222913588,0.6557664333710278,-11.315065025658242,89.23487321976336
0.5700063334037044,0.5350389033710279,-13.086263720454184,325.3384388864122
0.5800064445160501,0.4206007008710278,-12.465861988883304,80.89391482751125
0.5900065556283959,0.3029603458710277,-12.16012788596661,-86.17837239317237
0.6000066667407415,0.1814741608710277,-11.300597686408263,225.52362578034194
0.6100067778530872,0.0728364783710277,-9.910750254329301,94.77396887670398
0.6200068889654329,-0.0351304641289722,-10.052055809249998,-4.45664471180271
0.6300070000777787,-0.1563893441289722,-13.303652929991628,174.11007457271558
0.6400071111901243,-0.2866899191289722,-11.935367008337408,283.68145836251983
0.65000722230247,-0.4058475891289722,-10.588457724162645,597.0092704062215
0.6600073334148157,-0.4985951241289721,-9.91229898712082,112.54593018763921
0.6700074445271613,-0.5833601391289722,-7.452082573162414,-210.25923374468925
0.6800075556395071,-0.6793266316289723,-6.447205113591508,494.8552967823107
0.6900076667518528,-0.7625218041289723,-8.405092109049903,510.46893730677334
0.7000077778641984,-0.8357255391289722,-3.6629844247209036,500.9722920968436
0.7100078889765441,-0.8918028066289723,-4.753136686783392,665.894302102234
0.7200080000888899,-0.9261658691289724,-2.0442609107375063,455.3230002924611
0.7300081112012355,-0.9449989166289724,-0.1939932194957521,448.9528293541719
0.7400082223135812,-0.9479752916289724,-0.41161342646665844,195.44269425664896
0.7500083334259269,-0.9536558366289722,1.882483583283289,601.2756818454724
0.7600084445382727,-0.9349736016289724,4.595206816579264,894.8576514429801
0.7700085556506183,-0.8787107841289723,4.817271474166688,259.84869423832686
0.780008666762964,-0.8263392666289722,6.746958032966788,541.1141000418236
0.7900087778753097,-0.7519084191289722,7.330631922629095,361.2928648858516
0.8000088889876553,-0.6632759091289722,8.663584611879173,88.96015432470358
0.8100090001000011,-0.5730760016289722,9.651102014341689,166.3902148780587
0.8200091112123468,-0.4767158541289721,10.379860291937547,285.30856595396517
0.8300092223246924,-0.3681852441289722,11.664373644408272,411.0428593119948
0.8400093334370381,-0.2465162641289722,13.01563100527073,290.6160292583427
0.8500094445493839,-0.1169065941289722,12.08181038117082,166.98200797689628
0.8600095556617295,0.0036708033710277,10.474475490645805,132.49258067135906
0.8700096667740752,0.1191887083710277,10.123012520833486,-292.59446654236626
0.8800097778864209,0.2247132758710278,12.127211876704134,253.37316939127822
0.8900098889987667,0.3418690483710278,10.625493812645807,-84.8335210291973
0.9000100001111123,0.4611237833710278,11.977299417416589,-341.81066033092065
0.910010111223458,0.5706984058710278,10.987943035387431,-291.82616486602774
0.9200102223358037,0.6658439458710277,10.271741493270753,-14.796796176837915
0.9300103334481492,0.7539509358710277,7.877151600121053,226.1210437540749
0.9400104445604952,0.8303510658710278,4.533325004162563,-278.854134388071
0.9500105556728408,0.8777915858710277,4.457062101537531,-3.6734933654557835
0.9600106667851864,0.9086506258710276,2.1868515763790697,370.218529034468
0.970010777897532,0.9374241433710278,1.51206832405407,272.9093727461496
0.980010889009878,0.9601743983710278,0.1567797579834007,-156.45584189550794
0.9900110001222236,0.9603886183710276,-2.4392110223541863,64.26250942046302
1.000011111234569,0.9456743033710278,-3.622243752400095,-50.57797602626067
1.0100112223469149,0.9277070508710276,-5.070140164483433,-201.50557827366126
1.0200113334592606,0.9045408708710276,-5.255160483679219,-783.749214310514
1.0300114445716062,0.8504124533710278,-7.096036029278579,-580.8563731154526
1.040011555683952,0.7729963558710278,-9.01674968777904,-244.07620724385515
1.0500116667962978,0.6841984458710277,-8.11441746380396,146.06574154053033
1.060011777908643,0.6055744708710278,-7.324915111150631,0.9616848790574295
1.070011889020989,0.5164002833710277,-11.362116502858484,60.15601317738083
1.0800120001333346,0.4106535283710277,-10.492287417733195,136.23441626809654
1.0900121112456804,0.3163496408710278,-9.662736260070687,-29.127515211176842
1.1000122223580262,0.2157234083710277,-10.580494687641053,-16.84993180084348
1.1100123334703718,0.1036079333710277,-11.112272528933484,36.02721188201804
1.1200124445827175,-0.0091020041289722,-10.901790367650133,-137.47740114579642
1.130012555695063,-0.1358000116289722,-12.811984268037238,232.3899106937581
1.1400126668074089,-0.2537776241289722,-11.793463335062661,8.884490063641806
1.1500127779197546,-0.3687059041289722,-12.195785864762662,116.75513664812092
1.1600128890321002,-0.4702857516289722,-10.883854316940926,-45.65637914684817
1.170013000144446,-0.5684898491289723,-8.937918063695534,51.367933471339256
1.1800131112567918,-0.6532719441289723,-8.21846455771231,207.48572037936128
1.190013222369137,-0.7241175641289723,-6.648983246587704,-167.79963980684965
1.200013333481483,-0.7925016616289722,-5.284359159245923,20.578323946234036
1.2100134445938286,-0.8437846191289722,-2.980148511870766,239.87425687214835
1.2200135557061744,-0.8770738241289724,-2.6939951913875007,323.53375399119477
1.2300136668185202,-0.8944743341289723,-1.4602978992872124,244.70849944267786
1.2400137779308658,-0.8943641491289722,1.5915865655083223,357.7477874166637
1.2500138890432115,-0.8692890966289724,3.3049252782000735,105.04172820047722
1.260014000155557,-0.8314042691289723,6.82944324145393,373.5680858486004
1.2700141112679029,-0.7714368841289723,6.60788557823345,322.0287624359878
1.2800142223802486,-0.6946064391289721,9.161904949925116,84.07697534165595
1.2900143334925942,-0.6105329641289723,8.97660188387033,376.2242643214736
1.30001444460494,-0.5065834066289723,9.679259326478956,-116.38951977317902
1.3100145557172858,-0.4054606691289722,10.382097142083175,-99.80193214231758
1.320014666829631,-0.3008778541289722,10.655112483546496,-157.7047891408531
1.330014777941977,-0.1940522466289722,12.575771017658507,-166.1115023217326
1.3400148890543226,-0.0886287066289722,12.415607672270536,206.67613212047308
1.3500150001666684,0.0134068558710277,11.580236204278666,935.4502931192924
1.3600151112790142,0.1442179958710277,12.510266370495607,349.52095773805854
1.3700152223913598,0.2743992658710278,11.79813390816684,263.91981001751765
1.3800153335037055,0.3913508633710277,10.66476600128346,378.1472403380312
1.3900154446160513,0.5145182808710278,12.160133135908268,177.55502926696
1.4000155557283969,0.6379408133710278,10.819761904087656,-113.08760565026068
1.4100156668407426,0.7456892383710279,9.989939624437625,-323.1156007836071
1.4200157779530882,0.8384443608710277,9.245213274266348,-434.39767780736247
1.430015889065434,0.9070002758710278,6.464745543695642,-108.8379000897038
1.4400160001777798,0.9599156158710278,6.007117503508283,175.2340933441318
1.4500161112901253,1.0156580808710278,4.832289682296107,-113.54715793776813
1.460016222402471,1.0401447733710276,0.9759401560999947,167.50416512323034
1.4700163335148166,1.0502088733710278,0.35311482645812475,-26.420712863285225
1.4800164446271624,1.0588450333710278,0.5114039426709667,-310.85112333212857
1.4900165557395082,1.0446018408710278,-1.6276079152666227,-371.02564234830845
1.5000166668518538,1.0097553983710277,-3.3701985529334024,-256.0378976740724
1.5100167779641995,0.9532249508710278,-5.436484468945906,126.19463312803668
1.5200168890765453,0.8871000558710278,-8.862708149370661,-89.82565384112195
1.5300170001888909,0.7971030683710278,-11.324538170400146,-447.50279282769543
1.5400171113012366,0.6778651508710278,-11.232847564195978,212.55868264493256
1.5500172224135822,0.5722245433710278,-9.890698102132859,-105.54177958804621
1.560017333525928,0.4603791858710278,-12.183877872074824,-234.48523288012507
1.5700174446382738,0.3290781883710277,-14.113060436474846,-114.24053627909711
1.5800175557506193,0.2034168833710277,-9.669644058317147,-16.148734883161296
1.590017666862965,0.0932658308710277,-11.118597208658489,-75.11711195309545
1.6000177779753106,-0.0319200091289722,-13.473071172545508,-140.7254852148019
1.6100178890876564,-0.1620878516289722,-10.48753059558733,-17.797891984797843
1.6200180002000022,-0.2830638091289722,-11.086911935720224,-152.1647935038029
1.6300181113123478,-0.4125834391289723,-11.40111981948349,-56.48325104562946
1.6400182224246935,-0.5366639716289723,-8.400784156916785,-72.14402802275504
1.6500183335370393,-0.6456950316289722,-7.698266587754077,316.39201894898156
1.6600184446493849,-0.7424903691289724,-7.4259003640792685,-101.49175708992539
1.6700185557617306,-0.8287064966289723,-3.610021138208367,337.8628980603671
1.6800186668740762,-0.8995628391289723,-5.74991123638722,283.24283060998937
1.690018777986422,-0.9543006891289724,-2.276664953441667,-56.79081921069985
1.7000188890987675,-0.992642614128972,-2.548204686299755,-243.41247199370173
1.7100190002111133,-1.0400144566289722,-1.6029361894001113,292.2769423486178
1.720019111323459,-1.0425938041289724,2.375123484445851,-156.59505755187726
1.7300192224358046,-1.0348386766289723,4.047095281774887,286.5157203778879
1.7400193335481504,-1.0135475166289722,2.741653411845647,341.8131352759269
1.7500194446604962,-0.9728175016289722,7.005537159833182,311.97013596471845
1.7600195557728415,-0.9060548416289724,8.181785090266857,-26.481967752032233
1.7700196668851875,-0.8407932891289722,9.547284417883503,114.58365365415261
1.7800197779975333,-0.7697526566289723,9.26219308559989,554.9629360347783
1.7900198891098789,-0.6713804366289722,11.830624297158508,274.9115470026427
1.8000200002222246,-0.5494206266289723,13.304800792237685,-137.45670160567556
1.8100201113345704,-0.4384525966289722,11.867342014178526,445.1499076150685
1.820020222446916,-0.3121293741289722,13.900567547533832,336.16064213888194
1.8300203335592615,-0.1659687591289722,14.803271392378281,-10.053507834945322
1.8400204446716075,-0.0301078716289722,12.147125655437664,-253.83452163892161
1.850020555783953,0.0869367708710277,12.698731776412687,-66.92538149435927
1.8600206668962984,0.2061180033710277,9.841945643833668,-289.3317577983032
1.8700207780086444,0.3090324258710277,10.532201599236927,-150.08353350468656
1.8800208891209904,0.4300950783710278,12.169511406702881,-455.03742538851134
1.890021000233336,0.5429798858710277,11.100050664733232,-114.94977676797566
1.9000211113456813,0.6562574833710277,10.971517467896092,-260.12369437706707
1.9100212224580275,0.7630817958710276,10.719650391449875,-123.80496123269972
1.9200213335703729,0.8540388408710278,6.414472102295932,-118.3550198445746
1.9300214446827184,0.9296144008710276,4.386929630796345,-793.1960231280018
1.940021555795064,0.975216205871028,4.267225710854717,-632.0501604567892
1.95002166690741,1.0006028283710278,4.19476339099981,103.1332643614453
1.960021778019756,1.0330479133710275,2.2175656101083234,-129.1691795259362
1.9700218891321013,1.0369136008710278,-1.5420469909541907,-69.02081617852792
1.980022000244447,1.0179984583710278,-3.12877586043723,192.0096080487009
1.9900221113567929,0.9899409283710277,-4.840841462274739,100.35103243988505
2.000022222469138,0.9623649758710278,-4.944702933245793,-247.14063914427533
2.010022333581484,0.9148124583710278,-6.5014553858041495,-395.2442728975095
2.0200224446938297,0.8499317908710278,-6.25710510083762,-232.69922257009193
2.0300225558061755,0.7698588533710278,-8.000386855823976,94.02676048156968
2.0400226669185213,0.6748185333710277,-8.535506284987136,508.4511258977884
2.050022778030867,0.5864634308710277,-11.486627494387562,15.443375558080106
2.0600228891432124,0.4671656658710277,-12.61033813357544,115.36804247327086
2.070023000255558,0.3495139933710278,-12.18759145581344,-197.14534391933785
2.080023111367904,0.2208167883710277,-12.561488926349355,88.45211561482597
2.0900232224802497,0.0885523833710277,-12.974158341083733,161.496348632312
2.1000233335925955,-0.0428852866289722,-14.108394738315507,270.7315898921379
2.110023444704941,-0.1745268241289722,-12.224580294821365,759.1036557488019
2.120023555817286,-0.2795372166289722,-12.356276956509454,358.51805779936717
2.1300236669296324,-0.3829695241289723,-11.830953918495226,83.41925870773002
2.140023778041978,-0.4993250691289722,-14.149502906554275,315.7039279902315
2.150023889154324,-0.6092985566289721,-11.719076161595922,12.928831437860254
2.1600240002666693,-0.6948051466289722,-8.19117198596598,-252.26056911615524
2.170024111379015,-0.7742985191289722,-6.938433155441274,-56.881548444417376
2.180024222491361,-0.8438722266289722,-5.0400598737122095,363.93514991745985
